"","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","birth_or_hatching_weight_g","weaning_weight_g","incubation_d","longevity_y","male_maturity_d","inter_litter_or_interbirth_interval_y","female_body_mass_g","male_body_mass_g","no_sex_body_mass_g","adult_svl_cm","male_svl_cm","female_svl_cm","birth_or_hatching_svl_cm","female_svl_at_maturity_cm","female_body_mass_at_maturity_g","no_sex_svl_cm","no_sex_maturity_d","Eigen.1","Eigen.2","Eigen.3","Eigen.4","Eigen.5","Eigen.6","Eigen.7","Eigen.8","Eigen.9","Eigen.10","IUCN","order","family","genus","taxonID"
"Atelerix_frontalis",388.331,5.195,1.5,319.06,6.9,37.13096,35.20506,10.52,NA,NA,6.9,NA,NA,NA,NA,NA,21.591,NA,NA,5.26,NA,NA,NA,NA,-1.29454831156295,2.18764948190513,-0.992260624259817,-1.98674870179546,0.698503472280082,0.0077053524535569,-0.181017130014046,0.0181208305951553,-0.0399933541977498,0.524885106294504,"LC","Erinaceomorpha","Erinaceidae","Atelerix","http://www.gbif.org/species/2437132"
"Atelerix_sclateri",84.15386,4.49,1,392,11.4,35.495,44,10,NA,NA,11.39166667,NA,NA,NA,NA,392.5,19.4645,NA,NA,NA,NA,NA,NA,365.25,-1.29454517358834,2.18764300685489,-0.992253399453354,-1.98673038471973,0.698495467970501,0.00770525893161085,-0.18101422652579,0.018120493904425,-0.0399924675820974,0.524869397997035,"LC","Erinaceomorpha","Erinaceidae","Atelerix","http://www.gbif.org/species/2437135"
"Echinosorex_gymnura",NA,1.85,2,756.53,7,37.8925,NA,14.37,NA,NA,4.583333333,NA,NA,NA,NA,NA,39.385,NA,NA,8,NA,NA,NA,NA,-1.29178448319245,2.18194634194406,-0.985895988148142,-1.97061110212781,0.691450884601792,0.0076229479390141,-0.178458348646017,0.0178240776275724,-0.0392117746496582,0.511032381719086,"LC","Erinaceomorpha","Erinaceidae","Echinosorex","http://www.gbif.org/species/2437114"
"Erinaceus_amurensis",265.8,4.22,1.58,774.475,14,36.0675375,41.70366,15.62,235,NA,8.15,253,NA,NA,665,1213.5,24.964,NA,NA,7,NA,NA,NA,NA,-1.29454624660854,2.18764521782817,-0.992255837712025,-1.98673653319995,0.698498137791926,0.00770529006512203,-0.181015182142675,0.0181206038768258,-0.039992753991784,0.524874346681733,"LC","Erinaceomorpha","Erinaceidae","Erinaceus","http://www.gbif.org/species/5219617"
"Erinaceus_concolor",233.026,4.5,1.54,771,14,35.611875,41.69732,15.708,235,NA,8,253,NA,NA,665,1018.1,23.717,NA,NA,6.2495,NA,NA,NA,NA,-1.29455457739946,2.18766240787994,-0.992275017240546,-1.9867851579999,0.698519385592511,0.00770553832133881,-0.181022889162522,0.0181214975617155,-0.0399951072525938,0.524916035882893,"LC","Erinaceomorpha","Erinaceidae","Erinaceus","http://www.gbif.org/species/5219624"
"Erinaceus_europaeus",265.8,4.22,1.58,777.95,14,36.0675375,41.70366,15.62,235,NA,11.64166667,253,NA,NA,665,1213.5,26.8585,NA,NA,7,NA,NA,NA,NA,-1.29455234662254,2.18765780477539,-0.992269881042034,-1.98677213607295,0.698513695136539,0.00770547183415865,-0.181020824963426,0.01812125819306,-0.0399944769080376,0.524904867617493,"LC","Erinaceomorpha","Erinaceidae","Erinaceus","http://www.gbif.org/species/5219616"
"Erinaceus_roumanicus",233.026,4.5,1.54,771,14,35.611875,41.69732,15.708,235,NA,8,253,NA,NA,665,1018.1,23.717,NA,NA,6.2495,NA,NA,NA,NA,-1.29455133751948,2.18765572262376,-0.992267558523405,-1.98676624861235,0.698511122815728,0.00770544178076552,-0.18101989218849,0.0181211500477217,-0.0399941922005853,0.524899826257372,"LC","Erinaceomorpha","Erinaceidae","Erinaceus","http://www.gbif.org/species/5219618"
"Hemiechinus_auritus",213.026,4,1,369.5,7.6,38.34936,36,10,NA,NA,7.183333333,NA,0.999315537,NA,NA,398.5,24.5,NA,NA,5.55,NA,NA,NA,NA,-1.29272761290294,2.18389339062649,-0.988077068260394,-1.97615062188762,0.693876557578848,0.00765130704510288,-0.179341958922182,0.017926782773868,-0.0394831328266071,0.515875042722012,"LC","Erinaceomorpha","Erinaceidae","Hemiechinus","http://www.gbif.org/species/2437125"
"Hemiechinus_collaris",213.026,3.935,1,342,7.6,38.41968,36,10,NA,NA,6.8,NA,0.999315537,NA,NA,398.5,21,NA,NA,5.55,NA,NA,NA,NA,-1.29274275130469,2.18392461801167,-0.988111822320638,-1.9762386328163,0.6939149661666,0.00765175562901852,-0.179355853574671,0.0179283915915084,-0.0394873603982767,0.515949601615917,"LC","Erinaceomorpha","Erinaceidae","Hemiechinus","http://www.gbif.org/species/2437124"
"Hylomys_parvus",NA,2.36,2,57.8,0.333333333,32.79044,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,13.9745,NA,NA,NA,NA,NA,NA,NA,-1.29172113808473,2.18181568190818,-0.985750642730485,-1.9702431120252,0.691290332672338,0.00762107295904794,-0.178400298771481,0.0178173582565329,-0.0391941254975928,0.510721415922384,"VU","Erinaceomorpha","Erinaceidae","Hylomys","http://www.gbif.org/species/2437167"
"Hylomys_suillus",NA,2.36,2,57.8,0.333333333,32.79044,NA,NA,NA,NA,0.333333333,NA,NA,NA,NA,NA,13.9745,NA,NA,NA,NA,NA,NA,NA,-1.29179655780098,2.18197123150195,-0.985923527447338,-1.97068065804843,0.69148114587416,0.00762330103688217,-0.178469226270543,0.017825332603025,-0.0392150555525382,0.511089593643903,"LC","Erinaceomorpha","Erinaceidae","Hylomys","http://www.gbif.org/species/2437169"
"Mesechinus_dauuricus",NA,NA,NA,281.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7335,NA,NA,NA,NA,NA,NA,NA,-1.29275444840206,2.18394874551665,-0.988138664050931,-1.97630659453909,0.693944619045484,0.00765210193115873,-0.179366576256256,0.0179296328464913,-0.0394906210284552,0.516007066007589,"LC","Erinaceomorpha","Erinaceidae","Mesechinus","http://www.gbif.org/species/2437143"
"Mesechinus_hughi",NA,NA,NA,229.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,-1.29263292691131,2.18369807185043,-0.987859680427637,-1.97560009856417,0.693636299353452,0.00764850098561565,-0.179255038985717,0.0179167183150342,-0.0394566849281631,0.515408561046417,"LC","Erinaceomorpha","Erinaceidae","Mesechinus","http://www.gbif.org/species/2437142"
"Neohylomys_hainanensis",NA,NA,NA,52.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0995,NA,NA,NA,NA,NA,NA,NA,-1.29176598756264,2.18190818296312,-0.98585346265568,-1.97050334582329,0.691403826093412,0.00762239821384725,-0.178441300346206,0.0178221020804415,-0.0392065775188157,0.510940497177005,"EN","Erinaceomorpha","Erinaceidae","Neohylomys","http://www.gbif.org/species/2437121"
"Neotetracus_sinensis",NA,4.28,2,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.448,NA,NA,NA,NA,NA,NA,NA,-1.29178748047363,2.18195251047374,-0.985902724814714,-1.97062801500896,0.691458191036315,0.0076230330086108,-0.178460936296963,0.0178243736499316,-0.0392125390918504,0.511045345113555,"LC","Erinaceomorpha","Erinaceidae","Neotetracus","http://www.gbif.org/species/2437164"
"Paraechinus_aethiopicus",NA,3.49,1,404,6.3,36.7,50,8.5,NA,NA,5.329166667,NA,NA,NA,NA,451.5,22.5935,NA,NA,NA,NA,NA,NA,NA,-1.29256882157306,2.18356580424809,-0.98771219144061,-1.97522627583761,0.693472997648941,0.00764659316630348,-0.179195842473626,0.0179098563804487,-0.0394386246398672,0.515088941925247,"LC","Erinaceomorpha","Erinaceidae","Paraechinus","http://www.gbif.org/species/2437145"
"Paraechinus_hypomelas",NA,3.2,1,292,7.166666667,NA,60.936,NA,NA,NA,7.15,NA,NA,NA,NA,NA,23.981,NA,NA,NA,NA,NA,NA,NA,-1.29271052864034,2.18385811743524,-0.988037524851637,-1.97605015637653,0.693832549162323,0.00765079247706788,-0.179325916535755,0.017924917433675,-0.0394782020238553,0.515786967197125,"LC","Erinaceomorpha","Erinaceidae","Paraechinus","http://www.gbif.org/species/2437154"
"Paraechinus_micropus",304.36,3.565,1,171,3.741666667,37.37032,52.961,8.495,NA,NA,3.741666667,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA,NA,-1.29272095433287,2.18387962477607,-0.98806147277065,-1.97611081511845,0.693859027716931,0.00765110175052571,-0.17933550030766,0.0179260274234295,-0.039481119969128,0.515838473540384,"LC","Erinaceomorpha","Erinaceidae","Paraechinus","http://www.gbif.org/species/2437161"
"Paraechinus_nudiventris",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.29270265133617,2.18384187020087,-0.98801946080225,-1.97600443166471,0.693812604949434,0.00765055958010223,-0.179318709222455,0.0179240834160114,-0.0394760122702676,0.515748418150086,"LC","Erinaceomorpha","Erinaceidae","Paraechinus","http://www.gbif.org/species/2437152"
"Podogymnura_aureospinula",NA,NA,NA,229.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.55,NA,NA,NA,NA,NA,NA,NA,-1.29180275972906,2.18198404006215,-0.985937920022612,-1.97071726251339,0.691497199601907,0.00762348881342632,-0.178475092774958,0.0178260156685148,-0.0392168646470285,0.511122043677967,"EN","Erinaceomorpha","Erinaceidae","Podogymnura","http://www.gbif.org/species/2437118"
"Podogymnura_truei",NA,NA,NA,1639.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.256,NA,NA,NA,NA,NA,NA,NA,-1.29180795808251,2.1819947610174,-0.985949832161702,-1.97074740631157,0.691510343210384,0.00762364228076004,-0.178479839124097,0.0178265646847965,-0.0392183052746968,0.511147371870102,"LC","Erinaceomorpha","Erinaceidae","Podogymnura","http://www.gbif.org/species/2437119"
"Dendrohyrax_arboreus",365,1.755,NA,2981.11,13.6,229,152.04,380,NA,NA,12.3,365,1,NA,NA,NA,53.4995,NA,NA,NA,NA,NA,NA,NA,-1.31652465463213,0.780617503160473,-1.19957013016133,-0.121157846265653,-0.244830354081449,-0.238130583596362,-0.507153257251945,0.0395943823237866,-0.23373263437478,2.76651753826239,"LC","Hyracoidea","Procaviidae","Dendrohyrax","http://www.gbif.org/species/2437044"
"Dendrohyrax_dorsalis",422.36094,1.36,NA,2663.335,10,224.811,NA,218,NA,NA,7.75,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,-1.31639576837287,0.780524182101844,-1.1992171582827,-0.121112693373802,-0.244716914441943,-0.238013709609835,-0.50682415073901,0.0395646092519875,-0.233522836062494,2.76316200282355,"LC","Hyracoidea","Procaviidae","Dendrohyrax","http://www.gbif.org/species/2437046"
"Heterohyrax_brucei",498.708,1.89,1,2000,14,228.21,129.04,225,NA,NA,12.8625,NA,0.999315537,NA,NA,2350,51.4495,NA,NA,NA,NA,NA,NA,NA,-1.31650786660021,0.780605348995517,-1.19952419971293,-0.12115197308489,-0.244815605409554,-0.238115390529546,-0.507110509258023,0.0395905170880698,-0.233705417795708,2.7660829290081,"LC","Hyracoidea","Procaviidae","Heterohyrax","http://www.gbif.org/species/2437073"
"Procavia_capensis",500,2.44,1,2750,14.80833333,226.44942,88.25758,218.59,500,NA,14,500,0.999315537,NA,2025,2458,50.8685,NA,NA,19.15,NA,NA,NA,NA,-1.31654767785831,0.780634172703306,-1.19963316184479,-0.121165908365888,-0.244850605831408,-0.238151447517236,-0.507211992857151,0.0395996950201111,-0.233770061746787,2.76711584561616,"LC","Hyracoidea","Procaviidae","Procavia","http://www.gbif.org/species/5219598"
"Brachylagus_idahoensis",254.50056,5.905,2.25,431.19,4.325,33.03902,NA,18.75,NA,NA,4.325,NA,0.106776181,NA,NA,NA,27.255,NA,NA,7.2,NA,NA,NA,NA,0.340022370059725,0.422933908707043,-2.05991189224881,0.787352167542973,-0.11769941077992,-1.12026969648094,-0.149801240271658,0.0188941358286454,-0.526265738264401,3.93679334680985,"LC","Lagomorpha","Leporidae","Brachylagus","http://www.gbif.org/species/2436688"
"Bunolagus_monticularis",NA,1.11,NA,1500.005,4.825,NA,NA,43.71,NA,NA,4.825,NA,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA,0.339203533430128,0.421690240879281,-2.04500871094193,0.780138760198603,-0.116359053716332,-1.10675692564084,-0.1474130257367,0.0185451767995304,-0.514667317648666,3.81963719041772,"CR","Lagomorpha","Leporidae","Bunolagus","http://www.gbif.org/species/2436681"
"Caprolagus_hispidus",NA,3.46,2.655,2498.495,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.0115,NA,NA,NA,NA,NA,NA,NA,0.338208012110352,0.420178352440545,-2.02690415268947,0.771378605087807,-0.114731884454256,-1.0903544864285,-0.144515950983843,0.01812204094052,-0.500611753062475,3.67784247642502,"EN","Lagomorpha","Leporidae","Caprolagus","http://www.gbif.org/species/2436938"
"Lepus_alleni",730.464,2.085,3.5,3306,NA,43.822,53.263,150.05,3000,NA,NA,NA,NA,NA,NA,NA,53.7995,NA,NA,13.872,NA,NA,NA,NA,0.340197966351513,0.423200601437317,-2.0631070670299,0.788898543909969,-0.117986718972479,-1.12316609029118,-0.150313044893828,0.0189689100166453,-0.528750589506002,3.96188347770393,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436708"
"Lepus_americanus",259.435506,3.41,2.55,1565.61,8,36.85096,21.53388,65.9,401.45,NA,5.408333333,NA,0.101300479,NA,NA,NA,44.2245,NA,NA,15.37,NA,NA,NA,NA,0.339485601079544,0.422118645072087,-2.05014174527392,0.782623101885711,-0.116820651014664,-1.11141041413284,-0.148235379133953,0.0186653278574303,-0.518660386096618,3.85996224181096,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436794"
"Lepus_arcticus",308.92008,3.96,2.07,3030.43,18,50.2194,23.13136,107.93,491.995,NA,10.1125,NA,0.136892539,NA,NA,3014.5,57.199,NA,NA,NA,NA,NA,NA,NA,0.340084563231597,0.423028364372642,-2.06104331901631,0.787899698725276,-0.117801128712346,-1.12129509752183,-0.149982400694545,0.0189206001419751,-0.527145040803241,3.94566872917113,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436696"
"Lepus_brachyurus",NA,2.13,2.5,2519.45,13,38.49,NA,NA,NA,NA,12.9875,NA,NA,NA,NA,NA,49.999,NA,NA,NA,NA,NA,NA,NA,0.339690968777808,0.422430539599542,-2.05387706644883,0.784430588930892,-0.117156406548684,-1.11479501204867,-0.1488332475413,0.0187526564712134,-0.521561526016185,3.88923577467415,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436711"
"Lepus_californicus",243.427128,2.68,3.73,2317,11.80833333,43.52348,40.78424,84.34,1300,NA,6.8,NA,NA,NA,NA,2300,50.5,NA,NA,14,NA,NA,NA,NA,0.340192212093606,0.423191862189855,-2.06300238602507,0.788847885874987,-0.117977307992833,-1.12307121995833,-0.150296284027114,0.0189664615644497,-0.528669237832838,3.961062351534,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436801"
"Lepus_callotis",NA,2.34,3,2214.08,2.991666667,NA,NA,NA,NA,NA,2.991666667,NA,NA,NA,NA,NA,48.899,NA,NA,NA,NA,NA,NA,NA,0.340159673328228,0.423142444352961,-2.06241046898275,0.788561445857588,-0.117924095780621,-1.12253480089708,-0.150201517592686,0.0189526182740167,-0.528209299763537,3.9564203002176,"VU","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436749"
"Lepus_capensis",200.04564,2.51,3.14,2202.555,8.9,42.60456,30.25044,116.245,929.16,NA,8.9,NA,0.107049966,NA,NA,NA,55.0515,NA,NA,NA,NA,NA,NA,NA,0.339981302333641,0.422871526825345,-2.05916365046905,0.786989851996424,-0.117632054333556,-1.11959054395864,-0.149681106198075,0.0188765724404814,-0.525681522371784,3.93088212980148,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436736"
"Lepus_castroviejoi",NA,1.95,NA,2822.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.299,NA,NA,NA,NA,NA,NA,NA,0.340034054956377,0.422951650694047,-2.06012398619819,0.787454713411084,-0.117718441377419,-1.12046147982556,-0.149835061220028,0.0188990705674249,-0.526429422423714,3.93843945091261,"VU","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436788"
"Lepus_comus",NA,2.75,2,2242.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.804,NA,NA,NA,NA,NA,NA,NA,0.33990126974439,0.422749951542686,-2.05770485418585,0.786283349185402,-0.117500685689844,-1.11826587987255,-0.149446708456109,0.0188422962830811,-0.524541027471643,3.91933457785904,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436772"
"Lepus_coreanus",NA,NA,NA,2115.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.25,NA,NA,NA,NA,NA,NA,NA,0.340135145642364,0.423105191708952,-2.06196411607579,0.788345414935565,-0.117883956616008,-1.1221301468711,-0.150130007947714,0.0189421702451417,-0.527862071976466,3.95291371066904,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436716"
"Lepus_corsicanus",227.66128,2.44,3.75,3673.33,12,42,28.80492,119.67,652.495,NA,10.65,NA,0.107049966,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,0.339924959910231,0.422785936138766,-2.05813639829904,0.786492296393629,-0.117539526643126,-1.11865750112592,-0.149515970817816,0.0188524212866618,-0.524877769828353,3.92274074478891,"VU","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436789"
"Lepus_europaeus",227.66128,2.44,3.75,3673.33,12,42,28.80492,119.67,652.495,NA,10.65,NA,0.107049966,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,0.339867310690144,0.422698368969601,-2.05708626469914,0.7859838402112,-0.117445010920228,-1.11770453033463,-0.149347429742077,0.0188277835695411,-0.524058365027828,3.91445260960405,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/7952072"
"Lepus_flavigularis",NA,2.34,3,2608.16,2.991666667,NA,NA,181.12,NA,NA,2.991666667,NA,NA,NA,NA,NA,51.938,NA,NA,17.649,NA,NA,NA,NA,0.340172266523986,0.423161570225703,-2.06263956614464,0.788672312813483,-0.117944692155909,-1.12274242942693,-0.150238199897474,0.0189579769059724,-0.528387345526667,3.95821743409548,"EN","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436717"
"Lepus_granatensis",200.04564,2.44,3.14,2323.94,8.9,42.60456,30.25044,116.245,929.16,NA,8.9,NA,0.107049966,NA,NA,NA,45.9,NA,NA,NA,NA,NA,NA,NA,0.339851908359211,0.422674971568254,-2.05680550210276,0.785847862253323,-0.117419726212633,-1.11744956831065,-0.14930231240635,0.0188211858264926,-0.52383882415521,3.91222954154042,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436790"
"Lepus_habessinicus",200.04564,2.51,3.14,2047.11,8.9,42.60456,30.25044,116.245,929.16,NA,8.9,NA,0.107049966,NA,NA,NA,55.0515,NA,NA,NA,NA,NA,NA,NA,0.339960043916658,0.422839233918089,-2.05877617981794,0.786802201320017,-0.117597162900246,-1.11923871621007,-0.149618852974715,0.0188674693217027,-0.525378638013505,3.92781563673543,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436719"
"Lepus_hainanus",NA,NA,NA,1889.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339809032660733,0.422609844892388,-2.05602448486506,0.785469708153692,-0.117349432195696,-1.11674081748305,-0.149176964288964,0.0188028622126409,-0.523229417717095,3.90606557797413,"EN","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436774"
"Lepus_insularis",NA,3.5,NA,NA,NA,42.6104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340176683068534,0.42316827779084,-2.06271990746774,0.788711191400771,-0.117951914639184,-1.12281523740376,-0.150251062433853,0.0189598558319439,-0.52844977177861,3.95884748064954,"VU","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436718"
"Lepus_mandshuricus",NA,2.26,2.5,2176.75,13,38.49,NA,NA,NA,NA,12.9875,NA,NA,NA,NA,NA,49.999,NA,NA,NA,NA,NA,NA,NA,0.339194373385757,0.421676347025802,-2.04484401936123,0.780059438120594,-0.116344398631545,-1.1066094376996,-0.147387220552928,0.0185414311158606,-0.514543991593003,3.81841705989283,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436720"
"Lepus_microtis",NA,1.56,NA,1763.61,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,0.340152701464642,0.423131855938668,-2.06228364464662,0.788500073510401,-0.117912694673831,-1.12241986945799,-0.150181213541414,0.0189496523303183,-0.528110758993705,3.9554257895548,NA,"Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436721"
"Lepus_nigricollis",195.31556,1.59,7.15,2196.875,0.083333333,37.8634,NA,NA,NA,NA,0.083333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339832682659784,0.422645769448473,-2.05645540265568,0.78567837237166,-0.117388224884245,-1.11713196531971,-0.149246156338562,0.0188129782088475,-0.523565919967767,3.90947060628772,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436825"
"Lepus_oiostolus",NA,3.06,2,2468.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.54,NA,NA,NA,NA,NA,NA,NA,0.339884299453337,0.422724173730114,-2.05739566732872,0.786133635274294,-0.117472853343648,-1.11798524826349,-0.149397068953563,0.0188350391649612,-0.52429963616522,3.9168922261271,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436727"
"Lepus_othus",266,3.96,2.07,3067.925,18,50,36.06068,107.93,492,NA,14.6125,NA,0.136892539,NA,NA,3014.5,57.512,NA,NA,15.6,NA,NA,NA,NA,0.340106723181146,0.423062022226332,-2.06144672826942,0.788094973178028,-0.11783741725511,-1.12166095065212,-0.150047072137455,0.0189300508366422,-0.527459206641847,3.94884325291424,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436701"
"Lepus_peguensis",NA,NA,NA,2267.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33982351557772,0.422631843402066,-2.05628824571933,0.785597405106882,-0.11737316702718,-1.11698012043919,-0.149219279416853,0.0188090472030514,-0.523435084577509,3.90814510423028,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436692"
"Lepus_saxatilis",227.66128,2.14,3.8,2686,12,42,28.80492,118.4,652.495,NA,9.775,NA,0.107049966,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,NA,0.339797460013918,0.422592268355008,-2.05581388636565,0.785367780253052,-0.117330493688444,-1.1165498931205,-0.149143224495176,0.0187979326055813,-0.523065588064843,3.90441109309716,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436775"
"Lepus_sinensis",NA,NA,NA,1607.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,0.339038203695746,0.421439174584579,-2.04200401724404,0.778685281089244,-0.116089157781329,-1.10403653280202,-0.14693279514638,0.0184750606797204,-0.512339381702576,3.79617787247863,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436732"
"Lepus_starcki",200.04564,2.51,3.14,2358,8.9,42.60456,30.25044,116.245,929.16,NA,8.9,NA,0.107049966,NA,NA,NA,55.5,NA,NA,NA,NA,NA,NA,NA,0.339932852628048,0.422797924360081,-2.05828011233252,0.786561868786342,-0.117552456842077,-1.11878786457317,-0.149539019108793,0.0188557898149194,-0.524989766875209,3.92387283348988,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436704"
"Lepus_tibetanus",227.66128,2.755,3.14,2078.555,8.9,43.21912,30.25044,114.09,929.16,NA,4.658333333,NA,0.107049966,NA,NA,NA,55.0515,NA,NA,NA,NA,NA,NA,NA,0.339934231672199,0.42280001929361,-2.05830525607278,0.786574047422946,-0.117554721662614,-1.11881070294822,-0.149543061263167,0.0188563809909584,-0.525009441674806,3.92407213331778,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436833"
"Lepus_timidus",265.85314,3.16,2.1,3027.715,18,50.1,23.06568,107.93,491.995,NA,14.6125,NA,0.136892539,NA,NA,3014.5,55.95,NA,NA,NA,NA,NA,NA,NA,0.340123574502784,0.423087616847385,-2.06175347830418,0.788243455119279,-0.117865009404528,-1.12193912628471,-0.150096242519161,0.0189372360703616,-0.52769805184991,3.9512564553001,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436756"
"Lepus_tolai",227.66128,2.755,3.14,2078.555,8.9,43.21912,30.25044,114.09,929.16,NA,4.658333333,NA,0.107049966,NA,NA,NA,55.0515,NA,NA,NA,NA,NA,NA,NA,0.339933145005811,0.422798372569374,-2.05828588352405,0.786564749081103,-0.117553010712807,-1.11879350540189,-0.14954007405709,0.0188559494808997,-0.524995333033067,3.92393472513778,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436778"
"Lepus_townsendii",307.2071,4.405,3.025,2620,8,39.99622,28.00684,92.155,736.995,NA,8,NA,NA,NA,NA,NA,53.6495,NA,NA,NA,NA,NA,NA,NA,0.340147318366823,0.423123680211776,-2.06218569646737,0.788452669921476,-0.11790388747811,-1.12233108327895,-0.150165525035736,0.0189473602874333,-0.528034592664,3.95465674827722,"LC","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436705"
"Lepus_yarkandensis",NA,3.9,2.5,1460.41,NA,NA,NA,NA,365.21,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0.339910122332048,0.422763397973745,-2.05786607492688,0.786361402222219,-0.117515193237929,-1.11841214996173,-0.149472572771783,0.0188460767301108,-0.524666736647072,3.92060563434485,"NT","Lagomorpha","Leporidae","Lepus","http://www.gbif.org/species/2436787"
"Nesolagus_netscheri",NA,NA,NA,1511.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5365,NA,NA,NA,NA,NA,NA,NA,0.34008324064503,0.423026362460459,-2.06101999351046,0.787888553103058,-0.117799088707073,-1.12127462599084,-0.14997887905622,0.0189200947571864,-0.527128675139955,3.94551287312734,"DD","Lagomorpha","Leporidae","Nesolagus","http://www.gbif.org/species/2436684"
"Oryctolagus_cuniculus",185.61,5.24,4.415,1900,18,30.5959375,26.15,39.61,212.53,NA,10,NA,0.079397673,NA,2888,NA,45,NA,NA,NA,NA,NA,NA,NA,0.339090600320176,0.421518737294137,-2.04295564946265,0.779145499710219,-0.116174589718107,-1.10489755759939,-0.147084711236758,0.018497233529216,-0.513075184745329,3.80358487248235,"EN","Lagomorpha","Leporidae","Oryctolagus","http://www.gbif.org/species/2436940"
