row.number,BD,PFL,throt,ED,EP,GS,GSh,MP,BS,Site1,species,group
10410,0.254,0.16,2.495049505,0.04,0.649606299,0.003659028,0.896103896,0.704724409,0.326771654,DMAR,PLAORD,Peren_longer
10510,0.26,0.143,2.229508197,0.032,0.738461538,0.00399193,0.738738739,0.780769231,0.323076923,DMAR,PLAORD,Peren_longer
10610,0.244,0.162,2.684684685,0.037,0.5,0.004630303,0.723484848,0.459016393,0.327868852,DMAR,PLAORD,Peren_longer
10710,0.281,0.161,2.339285714,0.033,0.587188612,0.003472911,0.635245902,0.569395018,0.266903915,DMAR,PLAORD,Peren_longer
10810,0.27,0.169,2.921568627,0.035,0.648148148,0.00440905,0.788617886,0.685185185,0.314814815,DMAR,PLAORD,Peren_longer
10910,0.259,0.147,2.414414414,0.034,0.768339768,0.004523259,0.814345992,0.806949807,0.32046332,DMAR,PLAORD,Peren_longer
11014,0.265,0.172,2.855855856,0.037,0.550943396,0.004905269,0.686206897,0.58490566,0.316981132,DMAR,PLAORD,Peren_longer
11114,0.288,0.169,2.637096774,0.043,0.475694444,0.003305892,0.653465347,0.416666667,0.274305556,DMAR,PLAORD,Peren_longer
11213,0.283,0.169,2.384615385,0.032,0.625441696,0.004353999,0.868421053,0.607773852,0.265017668,DMAR,PLAORD,Peren_longer
11311,0.285,0.157,2.582608696,0.036,0.58245614,0.005207151,0.893877551,0.554385965,0.301754386,DMAR,PLAORD,Peren_longer
11411,0.265,0.155,2.697247706,0.039,0.664150943,0.00401193,0.74015748,0.713207547,0.324528302,DMAR,PLAORD,Peren_longer
11510,0.287,0.169,2.45045045,0.033,0.554006969,0.004074955,1.096,0.463414634,0.303135889,DMAR,PLAORD,Peren_longer
11610,0.23,0.171,3.216981132,0.053,0.5,0.00532872,1.272727273,0.513043478,0.395652174,DMAR,PLAORD,Peren_longer
11710,0.232,0.173,3.103448276,0.045,0.405172414,0.005916955,1.315789474,0.331896552,0.392241379,DMAR,PLAORD,Peren_longer
11810,0.219,0.158,3.028301887,0.047,0.662100457,0.007438017,0.9,0.689497717,0.392694064,DMAR,PLAORD,Peren_longer
11910,0.217,0.164,2.6875,0.039,0.511520737,0.005409722,1.158536585,0.548387097,0.35483871,DMAR,PLAORD,Peren_longer
12010,0.245,0.159,2.925925926,0.041,0.583673469,0.004899773,1.01369863,0.551020408,0.32244898,SRAR,PLAORD,Peren_flashier
12114,0.244,0.167,2.747747748,0.04,0.504098361,0.004504414,1.142857143,0.495901639,0.303278689,SRAR,PLAORD,Peren_flashier
12212,0.255,0.16,2.381355932,0.041,0.403921569,0.004244898,1.107692308,0.290196078,0.317647059,COAR,PLAORD,Peren_flashier
12310,0.265,0.163,2.52991453,0.043,0.479245283,0.00528284,1.306451613,0.475471698,0.320754717,COAR,PLAORD,Peren_flashier
12410,0.252,0.163,2.388429752,0.037,0.468253968,0.005158539,1.165605096,0.408730159,0.337301587,COAR,PLAORD,Peren_flashier
12510,0.251,0.171,2.58974359,0.037,0.685258964,0.004334375,1.171232877,0.701195219,0.322709163,COAR,PLAORD,Peren_flashier
12610,0.239,0.171,1.842105263,0.038,0.422594142,0.005065109,1.16,0.430962343,0.359832636,SRAR,PLAORD,Peren_flashier
12710,0.253,0.158,1.971428571,0.036,0.549407115,0.004896333,0.946745562,0.438735178,0.343873518,SRAR,PLAORD,Peren_flashier
12810,0.248,0.156,2.905172414,0.043,0.508064516,0.00446875,0.874125874,0.5,0.302419355,AHMR,PLAORD,Peren_longer
12910,0.237,0.155,2.990909091,0.043,0.658227848,0.004374645,0.909090909,0.64978903,0.341772152,AHMR,PLAORD,Peren_longer
13010,0.258,0.148,2.75,0.04,0.445736434,0.006074587,0.9875,0.426356589,0.329457364,AHMR,PLAORD,Peren_longer
13114,0.247,0.147,2.464285714,0.036,0.542510121,0.006145942,1.166666667,0.542510121,0.32388664,AHMR,PLAORD,Peren_longer
13212,0.28,0.157,2.338842975,0.034,0.571428571,0.005255859,0.982905983,0.528571429,0.282142857,AHMR,PLAORD,Peren_longer
13310,0.26,0.166,2.517241379,0.033,0.515384615,0.004469592,0.964912281,0.469230769,0.296153846,AHMR,PLAORD,Peren_longer
13410,0.214,0.149,2.596330275,0.036,0.705607477,0.00647313,0.690217391,0.663551402,0.401869159,AHMR,PLAORD,Peren_longer
13510,0.246,0.164,2.439655172,0.038,0.56504065,0.002628819,1.185840708,0.593495935,0.321138211,DMAR,PLAORD,Peren_longer
13610,0.237,0.155,2.459459459,0.035,0.721518987,0.00319701,0.910828025,0.755274262,0.316455696,DMAR,PLAORD,Peren_longer
13710,0.239,0.152,2.539823009,0.04,0.464435146,0.002930279,0.86013986,0.464435146,0.355648536,DMAR,PLAORD,Peren_longer
13810,0.247,0.159,2.946428571,0.042,0.526315789,0.003969941,0.724137931,0.530364372,0.315789474,DMAR,PLAORD,Peren_longer
13910,0.237,0.157,2.530434783,0.033,0.725738397,0.005483452,0.994318182,0.755274262,0.337552743,DMAR,PLAORD,Peren_longer
14010,0.228,0.171,3.044247788,0.037,0.526315789,0.00334403,0.78021978,0.526315789,0.328947368,DMAR,PLAORD,Peren_longer
14114,0.234,0.169,2.372881356,0.039,0.576923077,0.00411133,0.929032258,0.611111111,0.35042735,DMAR,PLAORD,Peren_longer
14212,0.232,0.144,2.345454545,0.041,0.63362069,0.004639106,0.926666667,0.681034483,0.357758621,DMAR,PLAORD,Peren_longer
14310,0.232,0.156,2.54954955,0.034,0.534482759,0.004140045,0.843930636,0.560344828,0.318965517,DMAR,PLAORD,Peren_longer
14410,0.235,0.149,2.554545455,0.035,0.804255319,0.003738458,0.778481013,0.863829787,0.357446809,DMAR,PLAORD,Peren_longer
14510,0.242,0.142,2.843478261,0.042,0.603305785,0.004189569,0.832214765,0.636363636,0.309917355,DMAR,PLAORD,Peren_longer
1469,0.244,0.159,2.8,0.047,0.586065574,0.003800547,0.777777778,0.62704918,0.340163934,DMAR,PLAORD,Peren_longer
14710,0.238,0.161,2.456896552,0.032,0.798319328,0.003761062,0.664705882,0.852941176,0.352941176,DMAR,PLAORD,Peren_longer
14810,0.233,0.17,2.725663717,0.036,0.570815451,0.00378059,0.779141104,0.64806867,0.343347639,DMAR,PLAORD,Peren_longer
1499,0.243,0.162,2.696428571,0.043,0.781893004,0.003649782,0.806666667,0.806584362,0.316872428,DMAR,PLAORD,Peren_longer
1509,0.248,0.164,2.576923077,0.037,0.495967742,0.00378067,0.71291866,0.524193548,0.346774194,DMAR,PLAORD,Peren_longer
15114,0.253,0.163,2.877192982,0.041,0.561264822,0.003972789,0.821917808,0.553359684,0.324110672,DMAR,PLAORD,Peren_longer
15211,0.245,0.156,2.48245614,0.037,0.808163265,0.004417944,0.817142857,0.869387755,0.342857143,DMAR,PLAORD,Peren_longer
1539,0.226,0.155,2.439252336,0.033,0.734513274,0.002870557,0.729257642,0.82300885,0.367256637,DMAR,PLAORD,Peren_longer
1549,0.236,0.169,3.009708738,0.037,0.788135593,0.003383485,0.624113475,0.894067797,0.360169492,DMAR,PLAORD,Peren_longer
1559,0.251,0.153,2.144144144,0.039,0.529880478,0.003638526,0.735294118,0.577689243,0.302788845,SRAR,PLAORD,Peren_flashier
1569,0.264,0.154,2.258333333,0.036,0.473484848,0.004258333,0.869047619,0.496212121,0.291666667,SRAR,PLAORD,Peren_flashier
1579,0.235,0.152,2.584745763,0.035,0.519148936,0.004349413,0.744855967,0.612765957,0.370212766,SRAR,PLAORD,Peren_flashier
1589,0.235,0.15,2.433628319,0.034,0.506382979,0.003548828,0.686956522,0.510638298,0.314893617,SRAR,PLAORD,Peren_flashier
1599,0.258,0.155,2.873873874,0.034,0.705426357,0.0039424,0.795454545,0.748062016,0.310077519,GPHR,PLAORD,Peren_longer
1609,0.278,0.155,2.404761905,0.034,0.45323741,0.003919763,0.921052632,0.485611511,0.287769784,GPHR,PLAORD,Peren_longer
1170,0.47,0.248,2.814285714,0.105,0.557446809,0.029013333,2.55,0.585106383,0.425531915,SHFR,TOXCHA,Intermittent
2136,0.448,0.279,2.51048951,0.117,0.622767857,0.031431953,1.927710843,0.645089286,0.5,SHFR,TOXCHA,Intermittent
3127,0.464,0.273,2.888888889,0.113,0.528017241,0.02656,2.168674699,0.545258621,0.44612069,SHFR,TOXCHA,Intermittent
4126,0.473,0.271,2.710344828,0.108,0.532769556,0.032021605,2.409638554,0.545454545,0.458773784,SHFR,TOXCHA,Intermittent
5123,0.459,0.272,2.804195804,0.114,0.520697168,0.030449827,2.2,0.551198257,0.472766885,SHFR,TOXCHA,Intermittent
6123,0.45,0.275,2.807142857,0.106,0.546666667,0.025520736,2.125,0.58,0.457777778,SHFR,TOXCHA,Intermittent
7101,0.493,0.247,3.034246575,0.124,0.578093306,0.026177515,1.772151899,0.578093306,0.446247465,SHFR,TOXCHA,Intermittent
850,0.461,0.262,2.664383562,0.112,0.527114967,0.028928571,2.160493827,0.563991323,0.481561822,SHFR,TOXCHA,Intermittent
950,0.469,0.235,2.871428571,0.099,0.560767591,0.028335938,2.096774194,0.590618337,0.441364606,SHFR,TOXCHA,Intermittent
1050,0.464,0.266,3.013986014,0.105,0.566810345,0.028565761,2.25,0.599137931,0.448275862,SHFR,TOXCHA,Intermittent
1180,0.453,0.272,3.276595745,0.117,0.536423841,0.028407908,1.794871795,0.543046358,0.483443709,SHFR,TOXCHA,Intermittent
1250,0.468,0.241,3.141843972,0.101,0.523504274,0.024000914,2.08045977,0.570512821,0.457264957,SHFR,TOXCHA,Intermittent
1350,0.466,0.279,2.965034965,0.102,0.512875536,0.025605956,2.047058824,0.553648069,0.422746781,SHFR,TOXCHA,Intermittent
1450,0.482,0.248,3.046666667,0.111,0.549792531,0.027021634,1.86746988,0.564315353,0.443983402,SHFR,TOXCHA,Intermittent
1540,0.463,0.256,3.097902098,0.113,0.568034557,0.027364669,2.243243243,0.574514039,0.464362851,SHFR,TOXCHA,Intermittent
1639,0.469,0.27,3.118055556,0.106,0.541577825,0.02654321,1.860465116,0.558635394,0.447761194,SHFR,TOXCHA,Intermittent
1739,0.473,0.263,3.062068966,0.116,0.5602537,0.026738462,1.810126582,0.572938689,0.469344609,SHFR,TOXCHA,Intermittent
1839,0.495,0.294,2.503267974,0.11,0.541414141,0.028458667,1.891304348,0.565656566,0.476767677,SHFR,TOXCHA,Intermittent
1939,0.46,0.271,3.092715232,0.119,0.530434783,0.030887574,1.724137931,0.513043478,0.447826087,SHFR,TOXCHA,Intermittent
2029,0.472,0.299,2.930555556,0.108,0.544491525,0.032400075,1.835051546,0.56779661,0.447033898,SHFR,TOXCHA,Intermittent
2137,0.474,0.286,3.023076923,0.08,0.630801688,0.020923302,2.069892473,0.67721519,0.396624473,COAR,TOXCHA,Peren_flashier
2228,0.481,0.293,2.969230769,0.079,0.62993763,0.021083563,1.647321429,0.669438669,0.415800416,COAR,TOXCHA,Peren_flashier
2328,0.455,0.258,2.348484848,0.092,0.58021978,0.032420023,1.983870968,0.635164835,0.415384615,MHMR,TOXCHA,Peren_longer
2428,0.489,0.269,2.683823529,0.096,0.564417178,0.029877773,2.181818182,0.617586912,0.386503067,MHMR,TOXCHA,Peren_longer
2528,0.486,0.286,2.503448276,0.098,0.580246914,0.026213843,2.03,0.611111111,0.407407407,MHMR,TOXCHA,Peren_longer
2628,0.476,0.271,2.76984127,0.074,0.579831933,0.02205,1.469387755,0.617647059,0.413865546,MHMR,TOXCHA,Peren_longer
2728,0.518,0.268,2.582089552,0.075,0.627413127,0.027244898,1.685393258,0.627413127,0.397683398,DMAR,TOXCHA,Peren_longer
2828,0.511,0.278,2.936507937,0.078,0.600782779,0.035555338,1.863799283,0.590998043,0.363992172,DMAR,TOXCHA,Peren_longer
2928,0.479,0.275,2.736842105,0.075,0.622129436,0.027149716,1.564356436,0.665970772,0.417536534,DMAR,TOXCHA,Peren_longer
3028,0.462,0.227,3.20661157,0.075,0.632034632,0.026935963,1.838983051,0.664502165,0.365800866,DMAR,TOXCHA,Peren_longer
3128,0.488,0.265,2.635714286,0.073,0.569672131,0.022722499,1.743801653,0.600409836,0.389344262,DMAR,TOXCHA,Peren_longer
3226,0.477,0.221,3.007936508,0.074,0.626834382,0.027041644,2,0.658280922,0.383647799,DMAR,TOXCHA,Peren_longer
3326,0.449,0.247,3.363636364,0.075,0.610244989,0.0227,1.762114537,0.643652561,0.420935412,DMAR,TOXCHA,Peren_longer
3427,0.443,0.267,3.039370079,0.079,0.609480813,0.024299169,1.897674419,0.634311512,0.422121896,DMAR,TOXCHA,Peren_longer
3527,0.484,0.243,2.748091603,0.073,0.590909091,0.02627075,1.935622318,0.617768595,0.384297521,DMAR,TOXCHA,Peren_longer
3627,0.442,0.223,3.333333333,0.083,0.604072398,0.024457908,1.815384615,0.633484163,0.438914027,DMAR,TOXCHA,Peren_longer
3727,0.457,0.262,2.60483871,0.078,0.592997812,0.025259111,2.192546584,0.66083151,0.369803063,DMAR,TOXCHA,Peren_longer
3827,0.45,0.248,3.277777778,0.078,0.591111111,0.029995193,2.03125,0.608888889,0.377777778,DMAR,TOXCHA,Peren_longer
3925,0.434,0.269,3.053030303,0.083,0.668202765,0.021421458,2.682539683,0.718894009,0.435483871,DMAR,TOXCHA,Peren_longer
4024,0.477,0.266,2.642857143,0.099,0.5639413,0.028865052,2.216494845,0.616352201,0.429769392,DMAR,TOXCHA,Peren_longer
4127,0.506,0.263,2.566176471,0.066,0.531620553,0.016515278,1.486166008,0.575098814,0.387351779,GPHR,TOXCHA,Peren_longer
4222,0.467,0.246,2.92481203,0.08,0.554603854,0.017434711,1.808641975,0.563169165,0.379014989,AHMR,TOXCHA,Peren_longer
4322,0.52,0.295,2.621621622,0.08,0.567307692,0.017351351,1.735135135,0.601923077,0.330769231,AHMR,TOXCHA,Peren_longer
4422,0.507,0.287,2.789855072,0.082,0.548323471,0.014429066,1.853333333,0.558185404,0.402366864,AHMR,TOXCHA,Peren_longer
4522,0.486,0.279,2.822222222,0.091,0.567901235,0.024457831,2.445783133,0.633744856,0.434156379,AHMR,TOXCHA,Peren_longer
4622,0.486,0.268,2.735714286,0.105,0.572016461,0.026428571,2.364864865,0.606995885,0.423868313,AHMR,TOXCHA,Peren_longer
4722,0.478,0.25,2.724637681,0.081,0.60460251,0.01671925,2.176056338,0.684100418,0.426778243,AHMR,TOXCHA,Peren_longer
4822,0.478,0.243,2.705035971,0.079,0.556485356,0.014308642,2.006578947,0.60041841,0.387029289,AHMR,TOXCHA,Peren_longer
4922,0.475,0.258,2.992537313,0.084,0.597894737,0.018622962,2.056497175,0.629473684,0.387368421,AHMR,TOXCHA,Peren_longer
5022,0.508,0.264,2.704225352,0.077,0.588582677,0.019479729,1.989417989,0.653543307,0.423228346,AHMR,TOXCHA,Peren_longer
5124,0.508,0.269,2.568345324,0.082,0.598425197,0.016761469,1.908536585,0.649606299,0.438976378,AHMR,TOXCHA,Peren_longer
5222,0.518,0.289,2.409395973,0.075,0.621621622,0.025694675,2.280193237,0.662162162,0.366795367,AHMR,TOXCHA,Peren_longer
5322,0.514,0.261,2.638888889,0.082,0.581712062,0.019106547,1.384615385,0.607003891,0.389105058,AHMR,TOXCHA,Peren_longer
5422,0.514,0.277,2.757142857,0.073,0.60311284,0.01349273,1.422053232,0.638132296,0.385214008,AHMR,TOXCHA,Peren_longer
5520,0.513,0.215,2.757352941,0.073,0.584795322,0.011154681,1.785,0.621832359,0.358674464,AHMR,TOXCHA,Peren_longer
5620,0.464,0.278,2.874074074,0.078,0.581896552,0.009986928,1.780104712,0.599137931,0.392241379,AHMR,TOXCHA,Peren_longer
5722,0.512,0.287,2.446808511,0.079,0.58203125,0.009541113,1.762430939,0.6328125,0.39453125,AHMR,TOXCHA,Peren_longer
5822,0.492,0.271,3.037037037,0.073,0.591463415,0.013145281,1.168350168,0.632113821,0.37804878,AHMR,TOXCHA,Peren_longer
5922,0.493,0.284,2.636363636,0.073,0.602434077,0.017781488,1.056547619,0.653144016,0.389452333,AHMR,TOXCHA,Peren_longer
6022,0.493,0.272,2.704545455,0.071,0.61663286,0.010138555,1.891752577,0.663286004,0.389452333,AHMR,TOXCHA,Peren_longer
6124,0.485,0.282,2.984496124,0.073,0.560824742,0.028138408,2.252631579,0.567010309,0.342268041,OODR,TOXCHA,Peren_longer
6221,0.465,0.294,2.963235294,0.079,0.548387097,0.020666825,1.85620915,0.591397849,0.425806452,OODR,TOXCHA,Peren_longer
6320,0.466,0.273,3.04964539,0.095,0.527896996,0.024739583,2.28,0.542918455,0.433476395,OODR,TOXCHA,Peren_longer
6420,0.456,0.275,2.709219858,0.087,0.471491228,0.023714556,1.855769231,0.456140351,0.407894737,OODR,TOXCHA,Peren_longer
6520,0.476,0.29,3.427536232,0.097,0.481092437,0.025855463,2.168421053,0.474789916,0.392857143,OODR,TOXCHA,Peren_longer
6620,0.481,0.279,2.47260274,0.096,0.509355509,0.028741472,2.02020202,0.540540541,0.436590437,OODR,TOXCHA,Peren_longer
6720,0.488,0.272,2.554794521,0.108,0.522540984,0.023807258,1.891304348,0.569672131,0.461065574,OODR,TOXCHA,Peren_longer
6820,0.475,0.261,3.146853147,0.106,0.475789474,0.027735457,2.02247191,0.522105263,0.412631579,OODR,TOXCHA,Peren_longer
6920,0.471,0.267,2.821428571,0.098,0.492569002,0.0259073,2.269230769,0.515923567,0.418259023,OODR,TOXCHA,Peren_longer
7020,0.488,0.281,2.751824818,0.104,0.557377049,0.030692438,2.16091954,0.549180328,0.397540984,OODR,TOXCHA,Peren_longer
7120,0.488,0.271,2.613333333,0.116,0.459016393,0.029732835,2.173913043,0.444672131,0.426229508,OODR,TOXCHA,Peren_longer
7220,0.475,0.277,2.738562092,0.111,0.501052632,0.031420927,2.157142857,0.486315789,0.423157895,OODR,TOXCHA,Peren_longer
7319,0.469,0.279,2.648854962,0.115,0.515991471,0.027918367,2.368421053,0.55010661,0.462686567,OODR,TOXCHA,Peren_longer
7414,0.479,0.311,3.028169014,0.114,0.417536534,0.038549112,2.056179775,0.402922756,0.448851775,OODR,TOXCHA,Peren_longer
7516,0.479,0.282,2.569444444,0.102,0.450939457,0.0288,2.469135802,0.415448852,0.440501044,OODR,TOXCHA,Peren_longer
7620,0.465,0.268,2.510344828,0.097,0.494623656,0.027546875,2.38372093,0.511827957,0.425806452,OODR,TOXCHA,Peren_longer
7720,0.464,0.304,2.701388889,0.107,0.528017241,0.030428125,2.351648352,0.512931034,0.443965517,OODR,TOXCHA,Peren_longer
7818,0.454,0.339,2.836734694,0.093,0.557268722,0.034140804,2.175438596,0.588105727,0.420704846,OODR,TOXCHA,Peren_longer
7912,0.446,0.293,2.871428571,0.088,0.538116592,0.029766436,2.513513514,0.549327354,0.423766816,OODR,TOXCHA,Peren_longer
8011,0.487,0.277,2.86013986,0.101,0.509240246,0.028776042,2.451923077,0.535934292,0.40862423,OODR,TOXCHA,Peren_longer
8115,0.478,0.265,2.781456954,0.095,0.612970711,0.021735523,2.257142857,0.650627615,0.424686192,GJKR,TOXCHA,Peren_longer
8213,0.499,0.267,2.683453237,0.097,0.531062124,0.020440215,2.214285714,0.547094188,0.426853707,GJKR,TOXCHA,Peren_longer
8311,0.487,0.265,3.295774648,0.095,0.58110883,0.026651395,2.194444444,0.628336756,0.41889117,GJKR,TOXCHA,Peren_longer
8411,0.482,0.265,2.986577181,0.096,0.543568465,0.025525168,2.282608696,0.566390041,0.414937759,GJKR,TOXCHA,Peren_longer
8511,0.472,0.272,2.883211679,0.108,0.48940678,0.025231751,2.049382716,0.493644068,0.434322034,GJKR,TOXCHA,Peren_longer
8611,0.466,0.262,2.452054795,0.108,0.583690987,0.024498229,2.108433735,0.624463519,0.433476395,GJKR,TOXCHA,Peren_longer
8711,0.486,0.214,2.837837838,0.11,0.559670782,0.028194444,1.931034483,0.561728395,0.446502058,GJKR,TOXCHA,Peren_longer
8811,0.468,0.276,2.907801418,0.11,0.517094017,0.027430556,2.278481013,0.512820513,0.431623932,GJKR,TOXCHA,Peren_longer
8911,0.522,0.271,2.763513514,0.071,0.534482759,0.02314127,1.786610879,0.563218391,0.358237548,GPHR,TOXCHA,Peren_longer
9011,0.49,0.271,3.111940299,0.076,0.614285714,0.02085962,1.761904762,0.655102041,0.369387755,GPHR,TOXCHA,Peren_longer
9115,0.478,0.264,3.02962963,0.07,0.529288703,0.020045211,1.805555556,0.548117155,0.378661088,GPHR,TOXCHA,Peren_longer
9213,0.479,0.278,3.263565891,0.081,0.617954071,0.024073046,1.799065421,0.676409186,0.43006263,AHMR,TOXCHA,Peren_longer
9311,0.499,0.258,3.066666667,0.069,0.492985972,0.025420011,1.416666667,0.511022044,0.368737475,AHMR,TOXCHA,Peren_longer
9411,0.519,0.276,2.869863014,0.078,0.554913295,0.023268698,1.904761905,0.5761079,0.341040462,AHMR,TOXCHA,Peren_longer
9511,0.497,0.268,2.458333333,0.074,0.555331992,0.024517452,1.862385321,0.577464789,0.366197183,AHMR,TOXCHA,Peren_longer
9611,0.487,0.283,3.014705882,0.078,0.585215606,0.021995795,1.768595041,0.616016427,0.381930185,AHMR,TOXCHA,Peren_longer
9711,0.476,0.269,2.795620438,0.086,0.602941176,0.021049,1.788018433,0.636554622,0.418067227,AHMR,TOXCHA,Peren_longer
9811,0.488,0.263,3.057971014,0.077,0.553278689,0.018769231,1.876923077,0.588114754,0.366803279,AHMR,TOXCHA,Peren_longer
9911,0.461,0.263,2.903703704,0.082,0.557483731,0.021523546,1.761904762,0.566160521,0.401301518,AHMR,TOXCHA,Peren_longer
10011,0.492,0.291,2.992481203,0.081,0.575203252,0.024577959,2.020725389,0.632113821,0.388211382,AHMR,TOXCHA,Peren_longer
10115,0.475,0.27,3,0.087,0.543157895,0.024641706,1.93,0.555789474,0.427368421,AHMR,TOXCHA,Peren_longer
10213,0.476,0.255,3.15,0.082,0.594537815,0.021849253,2.010204082,0.636554622,0.405462185,AHMR,TOXCHA,Peren_longer
10311,0.481,0.279,3.666666667,0.082,0.598752599,0.021744983,1.61928934,0.627858628,0.392931393,AHMR,TOXCHA,Peren_longer
10411,0.464,0.268,3.302158273,0.088,0.538793103,0.023938805,2.051428571,0.547413793,0.381465517,AHMR,TOXCHA,Peren_longer
10511,0.471,0.25,2.934782609,0.081,0.526539278,0.023002706,2.242038217,0.539278132,0.373673036,AHMR,TOXCHA,Peren_longer
10611,0.465,0.271,3.092857143,0.08,0.565591398,0.022498174,2.077922078,0.587096774,0.412903226,AHMR,TOXCHA,Peren_longer
10711,0.452,0.28,3,0.088,0.597345133,0.023571429,2.357142857,0.654867257,0.404867257,AHMR,TOXCHA,Peren_longer
10811,0.46,0.285,2.971428571,0.084,0.589130435,0.026694444,2.5,0.62826087,0.436956522,AHMR,TOXCHA,Peren_longer
10911,0.462,0.297,2.802919708,0.097,0.558441558,0.027101711,2.55,0.525974026,0.426406926,AHMR,TOXCHA,Peren_longer
11015,0.45,0.29,3.035971223,0.094,0.54,0.026099146,2.217391304,0.537777778,0.433333333,AHMR,TOXCHA,Peren_longer
11115,0.482,0.278,2.710344828,0.103,0.589211618,0.026157025,2.197916667,0.605809129,0.443983402,AHMR,TOXCHA,Peren_longer
11214,0.46,0.223,3.0625,0.081,0.65,0.023919047,2,0.669565217,0.413043478,DMAR,TOXCHA,Peren_longer
11312,0.483,0.25,3.169117647,0.077,0.573498965,0.021852237,1.89,0.604554865,0.378881988,DMAR,TOXCHA,Peren_longer
11412,0.491,0.282,2.701388889,0.073,0.531568228,0.023243008,2.010752688,0.592668024,0.401221996,DMAR,TOXCHA,Peren_longer
11511,0.455,0.239,2.961832061,0.083,0.610989011,0.025973852,2.093023256,0.654945055,0.415384615,DMAR,TOXCHA,Peren_longer
11611,0.483,0.267,2.915384615,0.075,0.563146998,0.023447531,1.658878505,0.579710145,0.364389234,DMAR,TOXCHA,Peren_longer
11711,0.441,0.274,3.090163934,0.092,0.594104308,0.023650416,2.124183007,0.605442177,0.419501134,DMAR,TOXCHA,Peren_longer
11811,0.428,0.24,2.902439024,0.074,0.572429907,0.022560044,2.166666667,0.586448598,0.422897196,DMAR,TOXCHA,Peren_longer
11911,0.468,0.28,3.185185185,0.077,0.63034188,0.025086046,2.120805369,0.700854701,0.457264957,DMAR,TOXCHA,Peren_longer
12011,0.427,0.261,3.371900826,0.074,0.583138173,0.020363369,1.978571429,0.62763466,0.400468384,DMAR,TOXCHA,Peren_longer
12115,0.458,0.279,3.021582734,0.089,0.532751092,0.027727273,2.254098361,0.587336245,0.436681223,SRAR,TOXCHA,Peren_flashier
12213,0.471,0.295,2.943661972,0.087,0.513800425,0.024526978,2.021276596,0.545647558,0.420382166,SRAR,TOXCHA,Peren_flashier
12311,0.459,0.308,3.192592593,0.08,0.533769063,0.022333333,2.233333333,0.60130719,0.431372549,SRAR,TOXCHA,Peren_flashier
12411,0.521,0.273,2.74,0.072,0.545105566,0.019016529,1.652542373,0.56621881,0.378119002,GCFR,TOXCHA,Peren_flashier
12511,0.531,0.288,2.589041096,0.073,0.519774011,0.017055383,1.443037975,0.529190207,0.355932203,GCFR,TOXCHA,Peren_flashier
12611,0.496,0.273,2.763888889,0.081,0.548387097,0.020546994,1.973333333,0.586693548,0.372983871,BDFR,TOXCHA,Peren_flashier
12711,0.487,0.28,2.79020979,0.079,0.564681725,0.021016621,2.046357616,0.611909651,0.383983573,BDFR,TOXCHA,Peren_flashier
12811,0.525,0.36,2.233766234,0.07,0.636190476,0.023159494,2.142857143,0.662857143,0.388571429,MHMR,TOXCHA,Peren_longer
12911,0.499,0.326,2.779310345,0.085,0.45490982,0.0251968,2.440944882,0.416833667,0.354709419,SRAR,TOXCHA,Peren_flashier
13011,0.472,0.312,2.876712329,0.088,0.529661017,0.023051215,2.404255319,0.493644068,0.430084746,SRAR,TOXCHA,Peren_flashier
13115,0.481,0.328,2.590277778,0.087,0.501039501,0.027777778,2.25,0.51975052,0.424116424,SRAR,TOXCHA,Peren_flashier
13213,0.497,0.332,3.020833333,0.083,0.551307847,0.04374179,1.38996139,0.577464789,0.392354125,SRAR,TOXCHA,Peren_flashier
13311,0.498,0.296,3.201388889,0.081,0.518072289,0.024672306,1.891891892,0.548192771,0.411646586,SRAR,TOXCHA,Peren_flashier
13411,0.49,0.329,2.556338028,0.09,0.532653061,0.025506778,1.993902439,0.540816327,0.426530612,SRAR,TOXCHA,Peren_flashier
13511,0.487,0.339,3.079136691,0.08,0.542094456,0.026586602,2.186335404,0.579055441,0.402464066,SRAR,TOXCHA,Peren_flashier
13611,0.479,0.316,2.874125874,0.071,0.563674322,0.025422278,2.048192771,0.588726514,0.417536534,SRAR,TOXCHA,Peren_flashier
13711,0.49,0.299,3.137931034,0.076,0.512244898,0.029146468,2.032967033,0.504081633,0.406122449,SRAR,TOXCHA,Peren_flashier
13811,0.489,0.3,2.882352941,0.078,0.515337423,0.027025,1.957446809,0.519427403,0.425357873,SRAR,TOXCHA,Peren_flashier
13911,0.486,0.301,3.255474453,0.086,0.530864198,0.026207583,2.023121387,0.580246914,0.407407407,SRAR,TOXCHA,Peren_flashier
14011,0.5,0.308,2.299270073,0.079,0.612,0.024280264,2.1,0.652,0.4,SRAR,TOXCHA,Peren_flashier
14115,0.501,0.325,2.916666667,0.081,0.500998004,0.025273829,1.946808511,0.499001996,0.393213573,SRAR,TOXCHA,Peren_flashier
14213,0.496,0.302,3.014705882,0.079,0.512096774,0.025029395,2.473053892,0.536290323,0.387096774,SRAR,TOXCHA,Peren_flashier
14311,0.474,0.303,2.921985816,0.071,0.575949367,0.022063772,1.905882353,0.603375527,0.407172996,SRAR,TOXCHA,Peren_flashier
14411,0.51,0.308,2.510067114,0.07,0.531372549,0.026540058,2.178217822,0.550980392,0.380392157,SRAR,TOXCHA,Peren_flashier
